,x,y,color
4590,103,56,#FFFF00
4591,67,33,#F81894
4592,87,50,#26f7fd
4593,103,56,#FFFF00
4594,67,33,#F81894
4595,87,51,#26f7fd
4596,103,55,#FFFF00
4597,67,33,#F81894
4598,87,51,#26f7fd
4599,103,55,#FFFF00
4600,67,33,#F81894
4601,87,52,#26f7fd
4602,103,55,#FFFF00
4603,67,33,#F81894
4604,87,52,#26f7fd
4605,103,55,#FFFF00
4606,67,33,#F81894
4607,87,53,#26f7fd
4608,103,54,#FFFF00
4609,67,33,#F81894
4610,87,53,#26f7fd
4611,103,54,#FFFF00
4612,67,33,#F81894
4613,87,53,#26f7fd
4614,103,54,#FFFF00
4615,67,33,#F81894
4616,88,54,#26f7fd
4617,103,53,#FFFF00
4618,67,33,#F81894
4619,88,54,#26f7fd
4620,103,53,#FFFF00
4621,67,33,#F81894
4622,88,55,#26f7fd
4623,103,53,#FFFF00
4624,67,33,#F81894
4625,88,55,#26f7fd
4626,103,52,#FFFF00
4627,67,33,#F81894
4628,88,56,#26f7fd
4629,103,52,#FFFF00
4630,67,33,#F81894
4631,88,56,#26f7fd
4632,102,52,#FFFF00
4633,67,33,#F81894
4634,88,56,#26f7fd
4635,102,52,#FFFF00
4636,67,33,#F81894
4637,89,57,#26f7fd
4638,102,52,#FFFF00
4639,67,33,#F81894
4640,89,57,#26f7fd
4641,102,52,#FFFF00
4642,67,33,#F81894
4643,89,57,#26f7fd
4644,102,52,#FFFF00
4645,67,33,#F81894
4646,90,57,#26f7fd
4647,101,52,#FFFF00
4648,67,33,#F81894
4649,90,58,#26f7fd
4650,101,52,#FFFF00
4651,67,33,#F81894
4652,90,58,#26f7fd
4653,101,52,#FFFF00
4654,67,33,#F81894
4655,91,58,#26f7fd
4656,100,52,#FFFF00
4657,67,33,#F81894
4658,91,59,#26f7fd
4659,100,52,#FFFF00
4660,67,33,#F81894
4661,91,59,#26f7fd
4662,100,52,#FFFF00
4663,67,33,#F81894
4664,92,59,#26f7fd
4665,100,52,#FFFF00
4666,67,33,#F81894
4667,92,59,#26f7fd
4668,99,52,#FFFF00
4669,67,33,#F81894
4670,93,59,#26f7fd
4671,99,52,#FFFF00
4672,67,33,#F81894
4673,93,59,#26f7fd
4674,99,52,#FFFF00
4675,67,33,#F81894
4676,94,59,#26f7fd
4677,98,52,#FFFF00
4678,67,33,#F81894
4679,94,59,#26f7fd
4680,98,52,#FFFF00
4681,67,33,#F81894
4682,95,58,#26f7fd
4683,98,52,#FFFF00
4684,67,33,#F81894
4685,95,59,#26f7fd
4686,97,52,#FFFF00
4687,67,33,#F81894
4688,95,59,#26f7fd
4689,97,52,#FFFF00
4690,67,33,#F81894
4691,96,59,#26f7fd
4692,97,53,#FFFF00
4693,67,33,#F81894
4694,96,59,#26f7fd
4695,97,53,#FFFF00
4696,67,33,#F81894
4697,96,59,#26f7fd
4698,97,53,#FFFF00
4699,67,33,#F81894
4700,97,60,#26f7fd
4701,96,53,#FFFF00
4702,67,33,#F81894
4703,97,60,#26f7fd
4704,96,53,#FFFF00
4705,67,33,#F81894
4706,98,60,#26f7fd
4707,96,53,#FFFF00
4708,67,33,#F81894
4709,98,60,#26f7fd
4710,95,53,#FFFF00
4711,67,33,#F81894
4712,98,60,#26f7fd
4713,95,53,#FFFF00
4714,67,33,#F81894
4715,99,60,#26f7fd
4716,95,53,#FFFF00
4717,67,33,#F81894
4718,99,59,#26f7fd
4719,95,53,#FFFF00
4720,67,33,#F81894
4721,99,59,#26f7fd
4722,95,52,#FFFF00
4723,67,33,#F81894
4724,100,59,#26f7fd
4725,95,52,#FFFF00
4726,67,33,#F81894
4727,100,59,#26f7fd
4728,95,52,#FFFF00
4729,67,33,#F81894
4730,101,59,#26f7fd
4731,95,52,#FFFF00
4732,67,33,#F81894
4733,101,58,#26f7fd
4734,95,52,#FFFF00
4735,67,33,#F81894
4736,102,58,#26f7fd
4737,96,52,#FFFF00
4738,67,33,#F81894
4739,102,58,#26f7fd
4740,96,52,#FFFF00
4741,67,33,#F81894
4742,102,58,#26f7fd
4743,96,52,#FFFF00
4744,67,33,#F81894
4745,103,57,#26f7fd
4746,97,52,#FFFF00
4747,67,33,#F81894
4748,103,57,#26f7fd
4749,97,52,#FFFF00
4750,67,33,#F81894
4751,103,57,#26f7fd
4752,97,52,#FFFF00
4753,67,33,#F81894
4754,103,56,#26f7fd
4755,98,52,#FFFF00
4756,67,33,#F81894
4757,104,56,#26f7fd
4758,98,52,#FFFF00
4759,67,33,#F81894
4760,104,56,#26f7fd
4761,98,52,#FFFF00
4762,67,33,#F81894
4763,104,56,#26f7fd
4764,98,52,#FFFF00
4765,67,33,#F81894
4766,105,55,#26f7fd
4767,99,52,#FFFF00
4768,67,33,#F81894
4769,105,55,#26f7fd
4770,99,52,#FFFF00
4771,67,33,#F81894
4772,105,55,#26f7fd
4773,99,52,#FFFF00
4774,67,33,#F81894
4775,105,54,#26f7fd
4776,100,52,#FFFF00
4777,67,33,#F81894
4778,106,54,#26f7fd
4779,100,52,#FFFF00
4780,67,33,#F81894
4781,106,53,#26f7fd
4782,100,52,#FFFF00
4783,67,33,#F81894
4784,107,53,#26f7fd
4785,100,52,#FFFF00
4786,67,33,#F81894
4787,107,53,#26f7fd
4788,101,52,#FFFF00
4789,67,33,#F81894
4790,107,52,#26f7fd
4791,101,52,#FFFF00
4792,67,33,#F81894
4793,107,52,#26f7fd
4794,101,52,#FFFF00
4795,67,33,#F81894
4796,107,52,#26f7fd
4797,102,52,#FFFF00
4798,67,33,#F81894
4799,107,52,#26f7fd
4800,102,52,#FFFF00
4801,67,33,#F81894
4802,108,52,#26f7fd
4803,102,52,#FFFF00
4804,67,33,#F81894
4805,108,52,#26f7fd
4806,103,52,#FFFF00
4807,67,33,#F81894
4808,109,52,#26f7fd
4809,103,52,#FFFF00
4810,67,33,#F81894
4811,109,52,#26f7fd
4812,103,52,#FFFF00
4813,67,33,#F81894
4814,110,52,#26f7fd
4815,103,52,#FFFF00
4816,67,33,#F81894
4817,110,52,#26f7fd
4818,104,52,#FFFF00
4819,67,33,#F81894
4820,110,52,#26f7fd
4821,104,52,#FFFF00
4822,67,33,#F81894
4823,111,52,#26f7fd
4824,104,52,#FFFF00
4825,67,33,#F81894
4826,111,52,#26f7fd
4827,104,52,#FFFF00
4828,67,33,#F81894
4829,112,52,#26f7fd
4830,105,52,#FFFF00
4831,67,33,#F81894
4832,112,52,#26f7fd
4833,105,52,#FFFF00
4834,67,33,#F81894
4835,113,52,#26f7fd
4836,105,52,#FFFF00
4837,67,33,#F81894
4838,113,52,#26f7fd
4839,106,52,#FFFF00
4840,67,33,#F81894
4841,114,52,#26f7fd
4842,106,52,#FFFF00
4843,67,33,#F81894
4844,114,52,#26f7fd
4845,106,52,#FFFF00
4846,67,33,#F81894
4847,114,52,#26f7fd
4848,106,52,#FFFF00
4849,67,33,#F81894
4850,115,52,#26f7fd
4851,106,52,#FFFF00
4852,67,33,#F81894
4853,115,52,#26f7fd
4854,106,52,#FFFF00
4855,67,33,#F81894
4856,116,51,#26f7fd
4857,105,52,#FFFF00
4858,67,33,#F81894
4859,116,51,#26f7fd
4860,105,52,#FFFF00
4861,67,33,#F81894
4862,116,50,#26f7fd
4863,105,52,#FFFF00
4864,67,33,#F81894
4865,116,50,#26f7fd
4866,105,52,#FFFF00
4867,67,33,#F81894
4868,116,50,#26f7fd
4869,105,52,#FFFF00
4870,67,33,#F81894
4871,116,49,#26f7fd
4872,105,52,#FFFF00
4873,67,33,#F81894
4874,116,49,#26f7fd
4875,105,52,#FFFF00
4876,67,33,#F81894
4877,116,49,#26f7fd
4878,106,53,#FFFF00
4879,67,33,#F81894
4880,115,49,#26f7fd
4881,106,53,#FFFF00
4882,67,33,#F81894
4883,115,49,#26f7fd
4884,106,53,#FFFF00
4885,67,33,#F81894
4886,115,48,#26f7fd
4887,107,52,#FFFF00
4888,67,33,#F81894
4889,115,48,#26f7fd
4890,107,52,#FFFF00
4891,67,33,#F81894
4892,115,48,#26f7fd
4893,107,52,#FFFF00
4894,67,33,#F81894
4895,115,47,#26f7fd
4896,107,52,#FFFF00
4897,67,33,#F81894
4898,115,47,#26f7fd
4899,107,52,#FFFF00
4900,67,33,#F81894
4901,115,46,#26f7fd
4902,107,52,#FFFF00
4903,67,33,#F81894
4904,115,46,#26f7fd
4905,107,52,#FFFF00
4906,67,33,#F81894
4907,115,46,#26f7fd
4908,107,52,#FFFF00
4909,67,33,#F81894
4910,115,46,#26f7fd
4911,108,52,#FFFF00
4912,67,33,#F81894
4913,115,46,#26f7fd
4914,108,52,#FFFF00
4915,67,33,#F81894
4916,115,46,#26f7fd
4917,108,52,#FFFF00
4918,67,33,#F81894
4919,115,46,#26f7fd
4920,108,52,#FFFF00
4921,67,33,#F81894
4922,115,46,#26f7fd
4923,109,52,#FFFF00
4924,67,33,#F81894
4925,115,46,#26f7fd
4926,109,52,#FFFF00
4927,67,33,#F81894
4928,115,46,#26f7fd
4929,109,52,#FFFF00
4930,67,33,#F81894
4931,115,46,#26f7fd
4932,110,52,#FFFF00
4933,67,33,#F81894
4934,115,46,#26f7fd
4935,110,52,#FFFF00
4936,67,33,#F81894
4937,115,46,#26f7fd
4938,110,52,#FFFF00
4939,67,33,#F81894
4940,115,46,#26f7fd
4941,110,52,#FFFF00
4942,67,33,#F81894
4943,115,46,#26f7fd
4944,111,51,#FFFF00
4945,67,33,#F81894
4946,115,46,#26f7fd
4947,111,51,#FFFF00
4948,67,33,#F81894
4949,115,46,#26f7fd
4950,111,51,#FFFF00
4951,67,33,#F81894
4952,115,46,#26f7fd
4953,112,52,#FFFF00
4954,67,33,#F81894
4955,115,46,#26f7fd
4956,112,52,#FFFF00
4957,67,33,#F81894
4958,115,46,#26f7fd
4959,112,52,#FFFF00
4960,67,33,#F81894
4961,115,46,#26f7fd
4962,113,52,#FFFF00
4963,67,33,#F81894
4964,115,46,#26f7fd
4965,113,52,#FFFF00
4966,67,33,#F81894
4967,115,46,#26f7fd
4968,113,52,#FFFF00
4969,67,33,#F81894
4970,115,46,#26f7fd
4971,114,52,#FFFF00
4972,67,33,#F81894
4973,115,46,#26f7fd
4974,114,51,#FFFF00
4975,67,33,#F81894
4976,115,46,#26f7fd
4977,114,52,#FFFF00
4978,67,33,#F81894
4979,115,46,#26f7fd
4980,114,52,#FFFF00
4981,67,33,#F81894
4982,115,46,#26f7fd
4983,115,52,#FFFF00
4984,67,33,#F81894
4985,115,46,#26f7fd
4986,115,52,#FFFF00
4987,67,33,#F81894
4988,115,46,#26f7fd
4989,115,52,#FFFF00
4990,67,33,#F81894
4991,115,46,#26f7fd
4992,115,51,#FFFF00
4993,67,33,#F81894
4994,115,46,#26f7fd
4995,115,51,#FFFF00
4996,67,33,#F81894
4997,115,46,#26f7fd
4998,115,51,#FFFF00
4999,67,33,#F81894
5000,115,46,#26f7fd
5001,115,51,#FFFF00
5002,67,33,#F81894
5003,115,46,#26f7fd
5004,115,50,#FFFF00
5005,67,33,#F81894
5006,115,46,#26f7fd
5007,115,50,#FFFF00
5008,67,33,#F81894
5009,115,46,#26f7fd
5010,115,50,#FFFF00
5011,67,33,#F81894
5012,115,46,#26f7fd
5013,115,49,#FFFF00
5014,67,33,#F81894
5015,115,46,#26f7fd
5016,115,49,#FFFF00
5017,67,33,#F81894
5018,115,46,#26f7fd
5019,115,49,#FFFF00
5020,67,33,#F81894
5021,115,46,#26f7fd
5022,115,49,#FFFF00
5023,67,33,#F81894
5024,115,46,#26f7fd
5025,115,49,#FFFF00
5026,67,33,#F81894
5027,115,46,#26f7fd
5028,115,49,#FFFF00
5029,67,33,#F81894
5030,115,46,#26f7fd
5031,115,49,#FFFF00
5032,67,33,#F81894
5033,115,46,#26f7fd
5034,115,49,#FFFF00
5035,67,33,#F81894
5036,115,46,#26f7fd
5037,115,49,#FFFF00
5038,67,33,#F81894
5039,115,46,#26f7fd
5040,115,49,#FFFF00
5041,67,33,#F81894
5042,115,46,#26f7fd
5043,115,49,#FFFF00
5044,67,33,#F81894
5045,115,46,#26f7fd
5046,115,49,#FFFF00
5047,67,33,#F81894
5048,115,46,#26f7fd
5049,115,48,#FFFF00
5050,67,33,#F81894
5051,115,46,#26f7fd
5052,115,48,#FFFF00
5053,67,33,#F81894
5054,115,46,#26f7fd
5055,115,48,#FFFF00
5056,67,33,#F81894
5057,115,46,#26f7fd
5058,115,48,#FFFF00
5059,67,33,#F81894
5060,115,46,#26f7fd
5061,115,47,#FFFF00
5062,67,33,#F81894
5063,115,46,#26f7fd
5064,115,47,#FFFF00
5065,67,33,#F81894
5066,115,46,#26f7fd
5067,115,47,#FFFF00
5068,67,33,#F81894
5069,115,46,#26f7fd
5070,115,47,#FFFF00
5071,67,33,#F81894
5072,115,46,#26f7fd
5073,115,47,#FFFF00
5074,67,33,#F81894
5075,115,46,#26f7fd
5076,115,46,#FFFF00
5077,67,33,#F81894
5078,115,46,#26f7fd
5079,115,46,#FFFF00
5080,67,33,#F81894
5081,115,46,#26f7fd
5082,115,46,#FFFF00
5083,67,33,#F81894
5084,115,46,#26f7fd
5085,115,46,#FFFF00
5086,67,33,#F81894
5087,115,46,#26f7fd
5088,115,47,#FFFF00
5089,67,33,#F81894
5090,115,46,#26f7fd
5091,115,47,#FFFF00
5092,67,33,#F81894
5093,115,46,#26f7fd
5094,115,47,#FFFF00
5095,67,33,#F81894
5096,115,46,#26f7fd
5097,115,47,#FFFF00
5098,67,33,#F81894
5099,115,46,#26f7fd
5100,115,47,#FFFF00
5101,67,33,#F81894
5102,115,46,#26f7fd
5103,115,47,#FFFF00
5104,67,33,#F81894
5105,115,46,#26f7fd
5106,115,47,#FFFF00
5107,67,33,#F81894
5108,115,46,#26f7fd
5109,115,46,#FFFF00
5110,67,33,#F81894
5111,115,46,#26f7fd
5112,115,46,#FFFF00
5113,67,33,#F81894
5114,115,46,#26f7fd
5115,115,46,#FFFF00
5116,67,33,#F81894
5117,115,46,#26f7fd
5118,115,46,#FFFF00
5119,67,33,#F81894
5120,115,46,#26f7fd
5121,115,46,#FFFF00
5122,67,33,#F81894
5123,115,46,#26f7fd
5124,116,46,#FFFF00
5125,67,33,#F81894
5126,115,46,#26f7fd
5127,115,46,#FFFF00
5128,67,33,#F81894
5129,115,46,#26f7fd
5130,115,46,#FFFF00
5131,67,33,#F81894
5132,116,46,#26f7fd
5133,115,46,#FFFF00
5134,67,33,#F81894
5135,116,46,#26f7fd
5136,115,46,#FFFF00
5137,67,33,#F81894
5138,117,46,#26f7fd
5139,115,46,#FFFF00
5140,67,33,#F81894
5141,117,46,#26f7fd
5142,115,47,#FFFF00
5143,67,33,#F81894
5144,117,46,#26f7fd
5145,115,47,#FFFF00
5146,67,33,#F81894
5147,117,46,#26f7fd
5148,115,48,#FFFF00
5149,67,33,#F81894
5150,117,46,#26f7fd
5151,115,48,#FFFF00
5152,67,33,#F81894
5153,117,46,#26f7fd
5154,115,48,#FFFF00
5155,67,33,#F81894
5156,117,45,#26f7fd
5157,115,49,#FFFF00
5158,67,33,#F81894
5159,117,45,#26f7fd
5160,115,49,#FFFF00
5161,67,33,#F81894
5162,117,45,#26f7fd
5163,115,49,#FFFF00
5164,67,33,#F81894
5165,117,45,#26f7fd
5166,115,49,#FFFF00
5167,67,33,#F81894
5168,117,45,#26f7fd
5169,115,50,#FFFF00
5170,67,33,#F81894
5171,117,45,#26f7fd
5172,116,50,#FFFF00
5173,67,33,#F81894
5174,117,45,#26f7fd
5175,116,50,#FFFF00
5176,67,33,#F81894
5177,117,45,#26f7fd
5178,116,51,#FFFF00
5179,67,33,#F81894
5180,117,45,#26f7fd
5181,116,51,#FFFF00
5182,67,33,#F81894
5183,117,45,#26f7fd
5184,116,51,#FFFF00
5185,67,33,#F81894
5186,117,45,#26f7fd
5187,116,52,#FFFF00
5188,67,33,#F81894
5189,117,45,#26f7fd
5190,116,52,#FFFF00
5191,67,33,#F81894
5192,117,45,#26f7fd
5193,116,52,#FFFF00
5194,67,33,#F81894
5195,117,45,#26f7fd
5196,116,52,#FFFF00
5197,67,33,#F81894
5198,117,45,#26f7fd
5199,115,52,#FFFF00
5200,67,33,#F81894
5201,117,45,#26f7fd
5202,115,52,#FFFF00
5203,67,33,#F81894
5204,117,45,#26f7fd
5205,115,52,#FFFF00
5206,67,33,#F81894
5207,117,45,#26f7fd
5208,115,52,#FFFF00
5209,67,33,#F81894
5210,117,45,#26f7fd
5211,114,53,#FFFF00
5212,67,33,#F81894
5213,117,45,#26f7fd
5214,114,53,#FFFF00
5215,67,33,#F81894
5216,117,45,#26f7fd
5217,114,53,#FFFF00
5218,67,33,#F81894
5219,117,45,#26f7fd
5220,113,53,#FFFF00
5221,67,33,#F81894
5222,117,45,#26f7fd
5223,113,53,#FFFF00
5224,67,33,#F81894
5225,117,45,#26f7fd
5226,113,52,#FFFF00
5227,67,33,#F81894
5228,117,45,#26f7fd
5229,112,52,#FFFF00
5230,67,33,#F81894
5231,117,45,#26f7fd
5232,112,52,#FFFF00
5233,67,33,#F81894
5234,117,45,#26f7fd
5235,112,52,#FFFF00
5236,67,33,#F81894
5237,117,45,#26f7fd
5238,112,52,#FFFF00
5239,67,33,#F81894
5240,117,45,#26f7fd
5241,111,52,#FFFF00
5242,67,33,#F81894
5243,117,45,#26f7fd
5244,111,53,#FFFF00
5245,67,33,#F81894
5246,117,45,#26f7fd
5247,111,53,#FFFF00
5248,67,33,#F81894
5249,117,45,#26f7fd
5250,110,53,#FFFF00
5251,67,33,#F81894
5252,117,45,#26f7fd
5253,110,53,#FFFF00
5254,67,33,#F81894
5255,117,45,#26f7fd
5256,110,52,#FFFF00
5257,67,33,#F81894
5258,117,45,#26f7fd
5259,110,52,#FFFF00
5260,67,33,#F81894
5261,117,45,#26f7fd
5262,109,52,#FFFF00
5263,67,33,#F81894
5264,117,45,#26f7fd
5265,109,52,#FFFF00
5266,67,33,#F81894
5267,117,45,#26f7fd
5268,109,52,#FFFF00
5269,67,33,#F81894
5270,117,45,#26f7fd
5271,109,52,#FFFF00
5272,67,33,#F81894
5273,117,45,#26f7fd
5274,109,52,#FFFF00
5275,67,33,#F81894
5276,117,45,#26f7fd
5277,108,52,#FFFF00
5278,67,33,#F81894
5279,117,45,#26f7fd
5280,108,52,#FFFF00
5281,67,33,#F81894
5282,117,45,#26f7fd
5283,107,52,#FFFF00
5284,67,33,#F81894
5285,117,45,#26f7fd
5286,107,52,#FFFF00
5287,67,33,#F81894
5288,117,45,#26f7fd
5289,107,52,#FFFF00
5290,67,33,#F81894
5291,117,45,#26f7fd
5292,107,51,#FFFF00
5293,67,33,#F81894
5294,117,45,#26f7fd
5295,107,51,#FFFF00
5296,67,33,#F81894
5297,117,45,#26f7fd
5298,107,51,#FFFF00
5299,67,33,#F81894
5300,117,45,#26f7fd
5301,107,51,#FFFF00
5302,67,33,#F81894
5303,117,45,#26f7fd
5304,107,50,#FFFF00
5305,67,33,#F81894
5306,117,45,#26f7fd
5307,107,50,#FFFF00
5308,67,33,#F81894
5309,117,45,#26f7fd
5310,107,49,#FFFF00
5311,67,33,#F81894
5312,117,45,#26f7fd
5313,107,49,#FFFF00
5314,67,33,#F81894
5315,117,45,#26f7fd
5316,107,49,#FFFF00
5317,67,33,#F81894
5318,117,45,#26f7fd
5319,106,49,#FFFF00
5320,67,33,#F81894
5321,117,45,#26f7fd
5322,106,48,#FFFF00
5323,67,33,#F81894
5324,117,45,#26f7fd
5325,106,48,#FFFF00
5326,67,33,#F81894
5327,117,45,#26f7fd
5328,106,48,#FFFF00
5329,67,33,#F81894
5330,117,45,#26f7fd
5331,106,48,#FFFF00
5332,67,33,#F81894
5333,117,45,#26f7fd
5334,106,47,#FFFF00
5335,67,33,#F81894
5336,117,45,#26f7fd
5337,105,47,#FFFF00
5338,67,33,#F81894
5339,117,45,#26f7fd
5340,105,47,#FFFF00
5341,67,33,#F81894
5342,117,45,#26f7fd
5343,105,47,#FFFF00
5344,67,33,#F81894
5345,117,45,#26f7fd
5346,105,46,#FFFF00
5347,67,33,#F81894
5348,117,45,#26f7fd
5349,105,46,#FFFF00
5350,67,33,#F81894
5351,117,45,#26f7fd
5352,105,46,#FFFF00
5353,67,33,#F81894
5354,117,45,#26f7fd
5355,105,46,#FFFF00
5356,67,33,#F81894
5357,117,45,#26f7fd
5358,104,45,#FFFF00
5359,67,33,#F81894
5360,117,45,#26f7fd
5361,104,45,#FFFF00
5362,67,33,#F81894
5363,117,45,#26f7fd
5364,104,45,#FFFF00
5365,67,33,#F81894
5366,117,45,#26f7fd
5367,104,45,#FFFF00
5368,67,33,#F81894
5369,117,45,#26f7fd
5370,104,45,#FFFF00
5371,67,33,#F81894
5372,117,45,#26f7fd
5373,104,45,#FFFF00
5374,67,33,#F81894
5375,117,45,#26f7fd
5376,103,44,#FFFF00
5377,67,33,#F81894
5378,117,45,#26f7fd
5379,103,44,#FFFF00
5380,67,33,#F81894
5381,117,45,#26f7fd
5382,103,44,#FFFF00
5383,67,33,#F81894
5384,117,45,#26f7fd
5385,103,44,#FFFF00
5386,67,33,#F81894
5387,117,45,#26f7fd
5388,103,44,#FFFF00
5389,67,33,#F81894
5390,117,45,#26f7fd
5391,103,44,#FFFF00
5392,67,33,#F81894
5393,117,45,#26f7fd
5394,103,44,#FFFF00
5395,67,33,#F81894
5396,117,45,#26f7fd
5397,103,44,#FFFF00
5398,67,33,#F81894
5399,117,45,#26f7fd
5400,103,44,#FFFF00
5401,67,33,#F81894
5402,117,45,#26f7fd
5403,103,44,#FFFF00
5404,67,33,#F81894
5405,117,45,#26f7fd
5406,103,44,#FFFF00
5407,67,33,#F81894
5408,117,45,#26f7fd
5409,103,44,#FFFF00
5410,67,33,#F81894
5411,117,45,#26f7fd
5412,103,44,#FFFF00
5413,67,33,#F81894
5414,117,45,#26f7fd
5415,103,44,#FFFF00
5416,67,33,#F81894
5417,117,45,#26f7fd
5418,103,44,#FFFF00
5419,67,33,#F81894
5420,117,45,#26f7fd
5421,103,44,#FFFF00
5422,67,33,#F81894
5423,117,45,#26f7fd
5424,103,44,#FFFF00
5425,67,33,#F81894
5426,117,45,#26f7fd
5427,103,44,#FFFF00
5428,67,33,#F81894
5429,117,45,#26f7fd
5430,103,44,#FFFF00
5431,67,33,#F81894
5432,117,45,#26f7fd
5433,103,44,#FFFF00
5434,67,33,#F81894
5435,117,45,#26f7fd
5436,103,44,#FFFF00
5437,67,33,#F81894
5438,117,45,#26f7fd
5439,103,44,#FFFF00
5440,67,33,#F81894
5441,117,45,#26f7fd
5442,103,44,#FFFF00
5443,67,33,#F81894
5444,117,45,#26f7fd
5445,103,44,#FFFF00
5446,67,33,#F81894
5447,117,46,#26f7fd
5448,103,44,#FFFF00
5449,67,33,#F81894
5450,116,46,#26f7fd
5451,103,44,#FFFF00
5452,67,33,#F81894
5453,116,46,#26f7fd
5454,103,44,#FFFF00
5455,67,33,#F81894
5456,115,46,#26f7fd
5457,103,44,#FFFF00
5458,67,33,#F81894
5459,115,46,#26f7fd
5460,103,44,#FFFF00
5461,67,33,#F81894
5462,115,47,#26f7fd
5463,103,44,#FFFF00
5464,67,33,#F81894
5465,115,47,#26f7fd
5466,103,44,#FFFF00
5467,67,33,#F81894
5468,115,47,#26f7fd
5469,104,43,#FFFF00
5470,67,33,#F81894
5471,115,48,#26f7fd
5472,104,43,#FFFF00
5473,67,33,#F81894
5474,115,48,#26f7fd
5475,104,43,#FFFF00
5476,67,33,#F81894
5477,115,49,#26f7fd
5478,104,43,#FFFF00
5479,67,33,#F81894
5480,115,49,#26f7fd
5481,104,42,#FFFF00
5482,67,33,#F81894
5483,115,49,#26f7fd
5484,104,42,#FFFF00
5485,67,33,#F81894
5486,115,50,#26f7fd
5487,104,42,#FFFF00
5488,67,33,#F81894
5489,116,50,#26f7fd
5490,105,42,#FFFF00
5491,67,33,#F81894
5492,116,50,#26f7fd
5493,105,42,#FFFF00
5494,67,33,#F81894
5495,116,51,#26f7fd
5496,105,41,#FFFF00
5497,67,33,#F81894
5498,116,51,#26f7fd
5499,105,41,#FFFF00
5500,67,33,#F81894
5501,116,52,#26f7fd
5502,105,41,#FFFF00
5503,67,33,#F81894
5504,116,52,#26f7fd
5505,106,41,#FFFF00
5506,67,33,#F81894
5507,116,52,#26f7fd
5508,106,41,#FFFF00
5509,67,33,#F81894
5510,115,53,#26f7fd
5511,106,41,#FFFF00
5512,67,33,#F81894
5513,115,53,#26f7fd
5514,106,41,#FFFF00
5515,67,33,#F81894
5516,115,53,#26f7fd
5517,107,41,#FFFF00
5518,67,33,#F81894
5519,114,53,#26f7fd
5520,107,41,#FFFF00
5521,67,33,#F81894
5522,114,53,#26f7fd
5523,107,41,#FFFF00
5524,67,33,#F81894
5525,113,53,#26f7fd
5526,107,41,#FFFF00
5527,67,33,#F81894
5528,113,53,#26f7fd
5529,107,41,#FFFF00
5530,67,33,#F81894
5531,113,52,#26f7fd
5532,107,41,#FFFF00
5533,67,33,#F81894
5534,112,52,#26f7fd
5535,106,40,#FFFF00
5536,67,33,#F81894
5537,112,51,#26f7fd
5538,106,40,#FFFF00
5539,67,33,#F81894
5540,112,51,#26f7fd
5541,106,40,#FFFF00
5542,67,33,#F81894
5543,112,51,#26f7fd
5544,106,40,#FFFF00
5545,67,33,#F81894
5546,111,51,#26f7fd
5547,106,39,#FFFF00
5548,67,33,#F81894
5549,111,52,#26f7fd
5550,106,39,#FFFF00
5551,67,33,#F81894
5552,111,52,#26f7fd
5553,106,39,#FFFF00
5554,67,33,#F81894
5555,111,52,#26f7fd
5556,106,39,#FFFF00
5557,67,33,#F81894
5558,110,52,#26f7fd
5559,105,38,#FFFF00
5560,67,33,#F81894
5561,110,52,#26f7fd
5562,105,38,#FFFF00
5563,67,33,#F81894
5564,110,52,#26f7fd
5565,105,38,#FFFF00
5566,67,33,#F81894
5567,109,52,#26f7fd
5568,105,38,#FFFF00
5569,67,33,#F81894
5570,109,52,#26f7fd
5571,105,37,#FFFF00
5572,67,33,#F81894
5573,109,52,#26f7fd
5574,105,37,#FFFF00
5575,67,33,#F81894
5576,109,52,#26f7fd
5577,105,37,#FFFF00
5578,67,33,#F81894
5579,109,52,#26f7fd
5580,105,36,#FFFF00
5581,67,33,#F81894
5582,109,53,#26f7fd
5583,104,36,#FFFF00
5584,67,33,#F81894
5585,109,53,#26f7fd
5586,104,36,#FFFF00
5587,67,33,#F81894
5588,109,53,#26f7fd
5589,104,36,#FFFF00
5590,67,33,#F81894
5591,109,53,#26f7fd
5592,104,35,#FFFF00
5593,67,33,#F81894
5594,109,53,#26f7fd
5595,104,35,#FFFF00
5596,67,33,#F81894
5597,109,52,#26f7fd
5598,104,35,#FFFF00
5599,67,33,#F81894
5600,109,52,#26f7fd
5601,104,34,#FFFF00
5602,67,33,#F81894
5603,108,52,#26f7fd
5604,104,34,#FFFF00
5605,67,33,#F81894
5606,108,52,#26f7fd
5607,104,34,#FFFF00
5608,67,33,#F81894
5609,108,52,#26f7fd
5610,104,33,#FFFF00
5611,67,33,#F81894
5612,107,52,#26f7fd
5613,104,33,#FFFF00
5614,67,33,#F81894
5615,107,52,#26f7fd
5616,104,33,#FFFF00
5617,67,33,#F81894
5618,107,52,#26f7fd
5619,104,33,#FFFF00
5620,67,33,#F81894
5621,106,52,#26f7fd
5622,104,32,#FFFF00
5623,67,33,#F81894
5624,106,52,#26f7fd
5625,104,32,#FFFF00
5626,67,33,#F81894
5627,106,52,#26f7fd
5628,104,32,#FFFF00
5629,67,33,#F81894
5630,105,52,#26f7fd
5631,104,31,#FFFF00
5632,67,33,#F81894
5633,105,52,#26f7fd
5634,104,31,#FFFF00
5635,67,33,#F81894
5636,105,52,#26f7fd
5637,104,31,#FFFF00
5638,67,33,#F81894
